tuple_pair,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,class
"t54,t137",1,5,14,43,11,2,18,6,1,13,8,72,24,2,3,6,4,11,0
"t54,t138",5,10,6,8,5,2,30,8,2,26,15,114,61,13,11,1,11,5,0
"t54,t139",2,3,9,33,8,1,13,5,0,18,6,52,8,4,14,1,6,12,0
"t54,t140",5,4,8,4,2,1,9,4,1,5,12,33,37,1,9,6,2,3,0
"t54,t141",2,1,10,9,4,1,5,3,1,0,13,20,0,2,5,15,2,7,0
"t54,t142",8,3,6,2,5,1,11,5,1,3,18,39,29,2,6,7,4,8,0
"t54,t143",0,11,17,206,84,42,28,9,1,23,165,112,71,69,11,7,7,0,0
"t54,t144",3,8,2,24,9,0,10,4,0,14,11,38,51,6,0,7,7,2,0
"t54,t145",5,0,17,18,2,1,9,5,1,3,18,36,9,14,1,12,14,11,0
"t54,t146",1,7,8,15,3,3,24,8,1,17,18,97,43,5,1,21,8,4,0
"t54,t147",4,7,4,30,10,1,9,3,0,13,3,37,51,2,3,4,6,13,0
"t54,t148",5,8,2,10,4,1,9,3,0,14,13,31,50,12,9,1,9,9,0
"t54,t149",8,1,24,17,0,5,8,5,1,11,16,34,21,24,5,1,15,13,0
"t54,t150",5,0,0,22,6,1,6,2,0,2,2,23,3,4,5,16,6,13,0
"t54,t151",11,9,5,34,14,1,15,6,0,12,14,63,63,5,9,1,4,3,0
"t54,t152",4,8,1,25,10,0,8,3,0,13,10,30,46,9,2,0,8,5,0
"t54,t153",5,8,8,2,0,3,29,8,2,19,8,110,60,10,11,10,11,3,0
"t54,t154",1,6,4,31,14,2,7,3,0,10,8,26,54,5,6,11,3,5,0
"t54,t155",4,10,7,6,1,4,33,9,2,29,18,127,55,11,1,14,13,4,0
"t54,t156",1,11,20,35,10,4,32,9,2,25,21,129,69,5,11,11,6,2,0
"t54,t157",8,1,8,12,0,2,8,4,1,0,14,33,13,6,1,6,9,6,0
"t54,t158",0,13,19,10,0,4,31,9,2,30,23,124,70,9,4,3,12,2,0
"t54,t159",5,6,2,2,1,0,4,1,0,12,7,12,46,7,9,15,7,5,0
"t54,t160",9,3,11,1,2,1,13,6,1,3,21,47,29,2,16,5,2,6,0
"t54,t161",0,6,0,23,10,0,1,0,0,11,1,4,43,3,13,3,3,0,0
"t54,t162",6,0,15,14,3,4,9,5,1,4,18,38,20,22,6,12,15,13,0
"t54,t163",2,9,19,42,13,3,27,8,1,17,12,109,58,1,8,6,3,5,0
"t54,t164",6,1,17,22,2,2,8,5,1,4,20,35,9,20,7,14,16,13,0
"t54,t165",1,11,17,36,12,4,29,8,2,26,17,113,62,8,6,13,12,1,0
"t54,t166",5,6,17,17,4,3,25,8,1,12,18,103,45,6,7,11,8,1,0
"t54,t167",4,7,13,104,43,39,23,7,1,17,45,90,48,25,4,7,9,0,0
"t54,t168",4,11,17,18,4,2,25,8,1,23,20,103,68,7,3,0,9,1,0
"t54,t169",9,0,17,12,2,2,8,5,1,8,16,35,11,15,12,3,14,12,0
"t54,t170",6,2,10,13,5,1,0,0,0,2,7,1,3,3,3,8,4,10,0
"t54,t171",4,12,18,179,72,42,26,8,1,24,117,104,84,52,1,13,10,2,0
"t54,t172",6,3,8,28,8,1,10,4,0,5,1,39,8,3,2,4,6,13,0
"t54,t173",3,5,6,6,2,0,3,0,0,11,3,5,41,12,4,5,11,10,0
"t54,t174",1,5,11,32,9,1,17,6,1,18,10,67,18,1,3,7,0,7,0
"t54,t175",2,10,20,47,14,3,28,9,1,16,18,112,66,3,13,13,1,6,0
"t54,t176",4,3,0,9,2,1,4,0,0,12,4,9,18,6,3,8,9,9,0
"t54,t177",1,1,2,1,2,2,0,1,0,5,1,4,3,5,1,11,4,6,0
"t54,t178",2,10,20,33,10,2,24,8,1,16,18,97,66,4,14,9,3,3,0
"t54,t179",3,9,20,46,13,3,30,9,2,25,18,123,41,1,7,10,3,4,0
"t54,t180",5,10,10,23,9,4,33,9,2,28,15,125,60,7,4,7,10,2,0
"t54,t181",0,1,4,19,6,2,6,2,0,3,6,20,12,3,1,5,3,1,0
"t54,t182",0,0,2,24,7,1,6,2,0,3,1,23,3,4,8,1,6,12,0
"t54,t183",2,5,2,2,2,0,12,2,0,11,5,33,45,15,6,17,13,12,0
"t54,t184",5,11,12,4,0,4,33,9,2,31,20,127,58,11,0,5,13,3,0
"t54,t185",8,4,2,12,5,0,5,2,1,7,10,17,27,3,6,9,7,12,0
"t54,t186",1,4,5,12,4,1,9,3,0,6,11,33,21,7,1,2,8,8,0
"t54,t187",0,12,19,35,10,3,30,9,2,29,24,121,70,9,3,13,11,1,0
"t54,t188",4,8,20,49,13,3,31,9,2,17,18,125,38,0,13,7,1,6,0
"t54,t189",3,3,9,26,5,1,12,4,0,7,4,47,7,4,7,15,6,13,0
"t54,t190",1,8,22,39,11,3,26,8,1,24,15,106,27,0,8,15,1,7,0
"t54,t191",0,9,17,36,14,3,30,8,2,24,15,115,60,7,16,9,8,1,0
"t54,t192",5,5,5,7,5,1,4,3,1,5,7,19,34,10,11,1,9,8,0
"t54,t193",6,6,4,24,8,1,3,1,0,10,5,11,45,3,2,0,8,14,0
"t54,t194",10,1,2,23,7,0,10,3,0,8,1,36,5,2,1,21,1,9,0
"t54,t195",5,11,16,6,1,4,30,8,2,28,14,112,60,8,4,7,13,4,0
"t54,t196",9,9,12,27,10,2,20,7,1,16,14,82,58,5,0,2,7,3,0
"t54,t197",4,12,10,7,2,4,33,9,2,35,14,124,69,10,0,12,13,4,0
"t54,t198",4,2,2,3,1,0,3,1,0,6,5,9,7,3,2,10,4,2,0
"t55,t56",2,3,10,10,2,1,7,2,0,9,6,29,25,4,1,5,5,8,0
"t55,t57",2,5,4,5,4,1,6,2,0,13,8,25,28,2,6,1,1,1,0
"t55,t58",4,2,12,21,10,0,5,3,0,12,7,29,28,6,1,1,5,9,0
"t55,t59",0,5,11,22,5,4,19,6,1,18,6,78,46,0,2,2,4,3,0
"t55,t60",1,10,3,6,3,3,21,5,2,31,2,76,59,6,6,4,7,2,0
"t55,t61",4,4,10,15,8,0,1,2,0,11,3,16,27,6,9,5,4,8,0
"t55,t62",0,7,7,108,43,36,19,5,2,27,33,69,49,18,2,10,6,1,0
"t55,t63",0,2,3,21,6,2,8,3,1,8,1,36,15,2,7,2,1,7,0
"t55,t64",6,8,18,21,4,4,24,7,2,24,9,94,43,2,0,14,0,7,0
"t55,t65",8,7,17,23,4,3,15,4,1,15,1,56,43,7,11,13,8,12,0
"t55,t66",2,9,7,11,3,2,11,4,1,19,4,47,53,0,7,1,1,5,0
"t55,t67",7,5,4,112,46,48,3,1,0,12,64,11,44,27,3,2,1,6,0
"t55,t68",5,3,8,9,3,2,5,1,0,6,8,20,13,6,1,0,7,8,0
"t55,t69",7,6,11,28,7,3,19,6,1,17,0,77,31,5,4,3,3,9,0
"t55,t70",2,3,10,3,2,2,13,4,1,10,3,52,30,0,2,7,0,6,0
"t55,t71",1,10,11,19,5,4,25,6,2,34,8,97,58,2,4,9,4,2,0
"t55,t72",4,8,8,7,1,4,23,6,2,27,13,93,61,5,5,3,6,1,0
"t55,t73",2,4,10,12,5,3,3,1,0,8,10,13,31,5,0,7,4,8,0
"t55,t74",2,1,8,26,9,3,7,3,1,4,3,30,30,4,6,2,2,8,0
"t55,t75",2,5,14,19,2,2,13,4,1,24,2,48,12,8,6,19,8,14,0
"t55,t76",4,3,27,28,4,4,19,8,1,11,31,75,11,17,2,2,9,9,0
"t55,t77",4,2,8,15,4,2,16,7,1,5,27,66,3,1,6,11,3,3,0
"t55,t78",3,2,8,27,11,0,3,1,1,7,8,1,20,13,5,12,7,10,0
"t55,t79",1,3,12,9,1,1,8,3,0,8,18,32,29,11,6,3,12,15,0
"t55,t80",2,2,7,24,9,3,10,3,1,6,0,39,29,2,7,6,0,6,0
"t55,t81",0,4,15,9,2,4,15,5,1,12,3,60,35,0,4,16,2,6,0
"t55,t82",1,5,10,2,4,4,18,5,1,17,7,72,36,1,1,5,4,3,0
"t55,t83",6,1,25,26,4,2,14,6,1,5,23,59,18,13,1,9,9,9,0
"t55,t84",7,1,16,21,8,1,3,3,0,6,13,23,22,14,1,7,8,11,0
"t55,t85",5,10,9,24,5,3,20,6,1,20,10,79,59,2,3,7,4,3,0
"t55,t86",1,3,14,5,0,0,8,3,0,4,20,32,19,10,6,1,13,16,0
"t55,t87",0,2,5,16,5,2,8,3,1,6,1,33,21,1,1,0,1,4,0
"t55,t88",4,10,10,12,4,4,20,5,2,32,4,76,60,1,1,8,4,2,0
"t55,t89",3,4,12,2,2,0,14,5,1,6,26,55,16,8,5,7,11,15,0
"t55,t90",1,8,1,1,1,4,25,6,2,25,3,95,58,4,7,2,7,0,0
"t55,t91",3,0,14,8,3,2,22,9,1,1,32,84,9,0,7,2,1,1,0
"t55,t92",4,7,9,4,3,3,21,6,2,22,13,86,60,3,6,14,5,4,0
"t55,t93",0,9,11,9,1,3,17,5,1,18,8,71,58,2,6,0,3,4,0
"t55,t94",6,8,2,24,7,4,26,7,2,22,8,103,44,2,1,3,5,0,0
"t55,t95",5,7,7,28,8,2,9,3,1,14,3,35,51,6,4,7,5,9,0
"t55,t96",9,0,4,13,7,1,6,4,0,6,10,35,4,2,7,6,3,8,0
"t55,t97",3,6,4,26,9,2,6,3,0,14,1,27,43,2,6,4,1,8,0
"t55,t98",1,4,11,6,0,0,5,1,0,9,13,19,34,7,8,4,8,11,0
"t55,t99",4,2,10,27,10,1,0,0,0,3,6,1,1,5,5,22,4,11,0
"t55,t100",5,7,11,22,4,3,22,6,2,24,7,89,34,4,6,1,0,6,0
"t55,t101",11,8,11,26,5,4,27,7,2,30,9,109,42,1,11,7,0,3,0
"t55,t102",4,1,6,19,7,2,8,4,0,2,19,37,14,3,1,1,7,6,0
"t55,t103",2,1,22,22,5,1,21,9,1,7,32,82,16,2,4,15,3,3,0
"t55,t104",1,10,4,4,0,4,24,6,2,27,6,92,57,4,3,4,6,1,0
"t55,t105",2,1,2,0,4,1,4,2,0,2,10,22,4,3,7,5,2,1,0
"t55,t106",7,2,4,18,9,1,1,1,0,8,5,9,11,8,3,6,6,10,0
"t55,t107",4,1,6,7,1,1,6,2,0,3,17,25,7,7,4,7,6,10,0
"t55,t108",2,8,4,10,2,2,11,4,1,19,1,45,71,2,6,4,0,7,0
"t55,t109",1,9,1,2,1,4,25,7,2,20,5,98,57,5,4,1,6,2,0
"t55,t110",0,1,23,27,5,2,16,7,1,6,29,65,19,10,0,3,8,10,0
"t55,t111",0,8,3,13,7,3,20,5,2,27,4,73,49,6,0,10,6,2,0
"t55,t112",6,1,12,25,6,1,14,6,1,4,24,60,7,7,7,0,8,8,0
"t55,t113",5,1,21,17,0,2,13,6,1,8,26,57,5,10,0,6,10,10,0
"t55,t114",2,4,8,4,1,2,2,1,0,9,4,10,36,3,1,2,2,4,0
"t55,t115",0,9,7,9,5,4,20,5,2,30,3,74,60,4,1,6,5,0,0
"t55,t116",0,3,4,0,1,0,10,4,1,5,20,41,16,8,3,12,10,14,0
"t55,t117",6,2,21,24,6,1,4,4,0,7,25,31,29,14,1,0,13,10,0
"t55,t118",1,4,8,5,2,1,13,5,1,11,20,51,32,6,1,3,4,5,0
"t55,t119",3,1,14,2,1,0,17,6,1,1,27,66,13,11,0,1,11,14,0
"t55,t120",6,11,8,1,3,4,23,6,2,29,6,87,57,3,0,3,7,2,0
"t55,t121",0,2,6,3,0,1,3,2,0,3,1,13,1,1,0,6,0,3,0
"t55,t122",1,1,17,24,11,0,1,2,0,6,12,17,23,13,5,1,6,11,0
"t55,t123",1,3,6,9,3,1,10,4,1,11,2,40,33,1,3,9,1,4,0
"t55,t124",2,7,8,1,1,1,4,2,0,15,1,16,47,1,4,5,1,3,0
"t55,t125",4,5,14,32,7,2,14,4,1,14,3,56,15,7,5,10,7,13,0
"t55,t126",4,7,3,12,4,1,7,3,1,14,4,29,51,0,5,4,2,3,0
"t55,t127",4,8,11,31,7,2,15,5,1,14,2,61,51,5,7,3,6,11,0
"t55,t128",3,10,1,2,1,3,25,6,2,30,3,93,57,3,4,6,6,1,0
"t55,t129",4,3,1,14,8,0,4,0,0,8,3,6,21,5,2,8,5,8,0
"t55,t130",3,1,16,13,4,2,19,8,1,1,27,74,20,3,0,1,1,1,0
"t55,t131",1,6,11,1,3,4,21,6,2,22,9,85,47,4,2,9,5,2,0
"t55,t132",0,3,10,3,1,2,13,4,1,12,5,52,34,0,3,11,1,7,0
"t55,t133",4,4,4,7,3,0,9,4,0,12,11,38,24,2,2,3,0,3,0
"t55,t134",3,5,6,12,5,2,2,1,0,10,6,7,46,3,1,7,3,8,0
"t55,t135",1,8,6,5,3,4,23,6,2,23,2,88,58,2,10,0,4,0,0
"t55,t136",3,2,8,25,4,2,10,4,1,7,2,41,9,8,2,7,10,13,0
"t55,t137",6,3,8,32,6,2,9,3,1,12,4,36,12,8,3,1,10,14,0
"t55,t138",0,8,0,3,0,2,21,5,2,25,3,78,49,7,5,4,5,2,0
"t55,t139",7,1,3,22,3,1,4,2,0,17,6,16,4,10,8,4,12,15,0
"t55,t140",0,2,14,7,3,1,18,7,1,4,24,69,25,7,3,1,4,6,0
"t55,t141",3,3,16,2,1,1,14,6,1,1,25,56,12,8,1,10,8,10,0
"t55,t142",3,1,12,9,0,1,20,8,1,2,30,75,17,8,0,2,10,11,0
"t55,t143",5,9,11,195,79,42,19,6,1,22,153,76,59,63,5,2,1,3,0
"t55,t144",2,6,8,13,4,0,1,1,0,13,1,2,39,0,6,2,1,1,0
"t55,t145",0,2,23,29,7,1,18,8,1,4,30,72,3,8,5,7,8,8,0
"t55,t146",6,5,2,4,2,3,15,5,1,16,6,61,31,1,5,16,2,7,0
"t55,t147",1,5,2,19,5,1,0,0,0,12,9,1,39,8,3,1,12,16,0
"t55,t148",0,6,4,1,1,1,0,0,0,13,1,5,38,6,3,4,3,6,0
"t55,t149",3,3,30,28,5,5,17,8,1,12,28,70,9,18,1,6,9,10,0
"t55,t150",0,2,6,11,1,1,3,1,0,1,14,13,9,10,1,11,12,16,0
"t55,t151",6,7,1,23,9,1,6,3,0,11,2,27,51,1,3,4,2,6,0
"t55,t152",1,6,5,14,5,0,1,0,0,12,2,6,34,3,4,5,2,2,0
"t55,t153",0,6,2,13,5,3,20,5,2,18,4,74,48,4,5,5,5,0,0
"t55,t154",4,4,10,20,9,2,2,0,0,9,4,10,42,1,0,6,3,8,0
"t55,t155",1,8,1,5,4,4,24,6,2,28,6,91,43,5,7,9,7,1,0
"t55,t156",6,9,14,24,5,4,23,6,2,24,9,93,57,1,5,6,0,5,0
"t55,t157",3,1,14,23,5,2,17,7,1,1,26,69,1,0,5,1,3,3,0
"t55,t158",5,11,13,1,5,4,22,6,2,29,11,88,58,3,2,2,6,1,0
"t55,t159",0,4,8,13,6,0,5,2,0,11,5,24,34,1,3,10,1,2,0
"t55,t160",4,1,17,12,3,1,22,9,1,2,33,83,17,8,10,0,8,9,0
"t55,t161",5,4,6,12,5,0,8,3,0,10,13,32,31,3,7,2,3,3,0
"t55,t162",1,2,21,25,2,4,18,8,1,5,30,74,8,16,0,7,9,10,0
"t55,t163",7,7,13,31,8,3,18,5,1,16,0,73,46,5,2,1,3,8,0
"t55,t164",1,1,23,33,7,2,17,8,1,5,32,71,3,14,1,9,10,10,0
"t55,t165",4,9,11,25,7,4,20,5,2,25,5,77,50,2,0,8,6,2,0
"t55,t166",0,4,11,6,1,3,16,5,1,11,6,67,33,0,1,6,2,4,0
"t55,t167",1,5,7,93,38,39,14,4,1,16,33,54,36,19,2,2,3,3,0
"t55,t168",1,9,11,7,1,2,16,5,1,22,8,67,56,1,3,5,3,4,0
"t55,t169",4,2,23,23,3,2,17,8,1,9,28,71,1,9,6,2,8,9,0
"t55,t170",1,4,16,2,0,1,9,3,0,3,19,35,15,9,3,3,10,13,0
"t55,t171",1,10,12,168,67,42,17,5,1,23,105,68,72,46,7,8,4,1,0
"t55,t172",1,1,2,17,3,1,1,1,0,4,11,3,4,9,4,1,12,16,0
"t55,t173",8,3,12,5,3,0,6,3,0,10,9,31,29,6,2,0,5,7,0
"t55,t174",4,3,5,21,4,1,8,3,1,17,2,31,6,5,3,2,6,10,0
"t55,t175",7,8,14,36,9,3,19,6,1,15,6,76,54,3,7,8,5,9,0
"t55,t176",9,1,6,2,3,1,5,3,0,11,8,27,6,0,3,3,3,6,0
"t55,t177",4,1,4,12,7,2,9,4,0,4,11,40,9,1,5,6,2,3,0
"t55,t178",7,8,14,22,5,2,15,5,1,15,6,61,54,2,8,4,3,6,0
"t55,t179",8,7,14,35,8,3,21,6,2,24,6,87,29,5,1,5,3,7,0
"t55,t180",0,8,4,12,4,4,24,6,2,27,3,89,48,1,2,2,4,1,0
"t55,t181",5,1,2,8,1,2,3,1,0,2,6,16,0,3,5,0,3,2,0
"t55,t182",5,2,8,13,2,1,3,1,0,2,13,13,9,10,2,4,12,15,0
"t55,t183",3,3,8,13,7,0,3,1,0,10,7,3,33,9,0,12,7,9,0
"t55,t184",0,9,6,7,5,4,24,6,2,30,8,91,46,5,6,0,7,0,0
"t55,t185",3,2,8,1,0,0,14,5,1,6,22,53,15,9,0,4,13,15,0
"t55,t186",4,2,1,1,1,1,0,0,0,5,1,3,9,1,7,7,2,5,0
"t55,t187",5,10,13,24,5,3,21,6,2,28,12,85,58,3,3,8,5,2,0
"t55,t188",9,6,14,38,8,3,22,6,2,16,6,89,26,6,7,2,5,9,0
"t55,t189",2,1,3,15,0,1,3,1,0,6,8,11,5,10,1,10,12,16,0
"t55,t190",4,6,16,28,6,3,17,5,1,23,3,70,15,6,2,10,5,10,0
"t55,t191",5,7,11,25,9,3,21,5,2,23,3,79,48,1,10,4,2,2,0
"t55,t192",0,3,11,4,0,1,13,6,1,4,19,55,22,4,5,4,3,5,0
"t55,t193",1,4,10,13,3,1,6,2,0,9,17,25,33,9,4,5,14,17,0
"t55,t194",5,1,4,12,2,0,1,0,0,7,11,0,7,8,7,16,7,12,0
"t55,t195",0,9,10,5,4,4,21,5,2,27,2,76,48,2,2,2,7,1,0
"t55,t196",4,7,6,16,5,2,11,4,1,15,2,46,46,1,6,3,1,6,0
"t55,t197",1,10,4,4,3,4,24,6,2,34,2,88,57,4,6,7,7,1,0
"t55,t198",9,0,8,8,4,0,6,2,0,5,7,27,5,3,4,5,2,1,0
"t56,t57",0,2,6,15,6,0,1,0,0,4,2,4,3,2,5,4,4,7,0
"t56,t58",2,1,2,31,12,1,2,1,0,3,1,0,3,10,2,6,10,17,0
"t56,t59",2,2,21,12,3,3,26,8,1,9,12,107,21,4,1,3,9,5,0
"t56,t60",1,7,13,16,5,2,28,7,2,22,8,105,34,10,5,9,12,10,0
"t56,t61",2,1,0,25,10,1,6,0,0,2,3,13,2,10,10,0,9,16,0
"t56,t62",2,4,17,98,41,35,26,7,2,18,39,98,24,22,3,5,11,9,0
"t56,t63",2,1,13,11,4,1,15,5,1,1,7,65,10,2,6,7,4,1,0
"t56,t64",4,5,28,11,2,3,31,9,2,15,15,123,18,2,1,9,5,1,0
"t56,t65",6,4,27,13,2,2,22,6,1,6,5,85,18,3,12,8,3,4,0
"t56,t66",4,6,17,1,1,1,18,6,1,10,10,76,28,4,6,6,6,3,0
"t56,t67",9,2,6,102,44,47,10,3,0,3,70,40,19,31,2,3,4,2,0
"t56,t68",3,6,2,1,1,1,2,1,0,15,2,9,38,2,2,5,2,0,0
"t56,t69",5,3,21,18,5,2,26,8,1,8,6,106,6,1,3,2,2,1,0
"t56,t70",0,0,20,7,4,1,20,6,1,1,9,81,5,4,3,2,5,2,0
"t56,t71",1,7,21,9,3,3,32,8,2,25,14,126,33,6,3,4,9,6,0
"t56,t72",2,5,18,3,3,3,30,8,2,18,19,122,36,9,4,8,11,7,0
"t56,t73",4,1,0,2,3,2,4,1,0,1,4,16,6,1,1,12,1,0,0
"t56,t74",0,2,18,16,7,2,14,5,1,5,3,59,5,0,7,3,3,0,0
"t56,t75",0,2,24,9,0,1,20,6,1,15,4,77,13,4,5,14,3,6,0
"t56,t76",6,6,17,38,6,5,12,6,1,20,25,46,14,21,1,3,14,17,0
"t56,t77",6,5,2,25,6,3,9,5,1,14,21,37,22,5,5,6,8,11,0
"t56,t78",1,1,2,37,13,1,10,1,1,2,2,28,5,17,6,7,12,18,0
"t56,t79",1,0,2,1,1,2,1,1,0,1,12,3,4,7,7,8,7,7,0
"t56,t80",4,1,17,14,7,2,17,5,1,3,6,68,4,2,6,1,5,2,0
"t56,t81",2,1,25,1,0,3,22,7,1,3,9,89,10,4,5,11,7,2,0
"t56,t82",3,2,20,12,6,3,25,7,1,8,13,101,11,5,0,10,9,5,0
"t56,t83",8,4,15,36,6,3,7,4,1,14,17,30,7,17,2,4,14,17,0
"t56,t84",5,2,6,31,10,2,4,1,0,3,7,6,3,18,0,12,13,19,0
"t56,t85",3,7,19,14,3,2,27,8,1,11,16,108,34,6,2,2,9,5,0
"t56,t86",3,6,4,5,2,1,1,1,0,13,14,3,44,6,5,6,8,8,0
"t56,t87",2,1,15,6,3,1,15,5,1,3,7,62,4,3,2,5,6,4,0
"t56,t88",2,7,20,2,2,3,27,7,2,23,10,105,35,5,2,3,9,6,0
"t56,t89",5,7,2,8,0,1,7,3,1,15,20,26,41,4,4,2,6,7,0
"t56,t90",1,5,9,11,3,3,32,8,2,16,9,124,33,8,6,3,12,8,0
"t56,t91",1,3,4,18,1,3,15,7,1,10,26,55,16,4,8,7,4,7,0
"t56,t92",2,4,19,6,5,2,28,8,2,13,19,115,35,7,5,9,10,4,0
"t56,t93",2,6,21,1,3,2,24,7,1,9,14,100,33,6,7,5,8,4,0
"t56,t94",4,5,12,14,5,3,33,9,2,13,14,132,19,6,2,8,10,8,0
"t56,t95",3,4,17,18,6,1,16,5,1,5,3,64,26,2,5,2,0,1,0
"t56,t96",7,3,6,23,9,0,1,2,0,3,4,6,21,6,6,1,8,16,0
"t56,t97",5,3,14,16,7,1,13,5,0,5,7,56,18,2,5,1,4,0,0
"t56,t98",1,1,1,4,2,1,2,1,0,0,7,10,9,3,9,9,3,3,0
"t56,t99",2,5,0,17,8,0,7,2,0,6,0,30,26,1,4,17,1,3,0
"t56,t100",3,4,21,12,2,2,29,8,2,15,13,118,9,0,5,6,5,2,0
"t56,t101",9,5,21,16,3,3,34,9,2,21,15,138,17,3,12,12,5,5,0
"t56,t102",6,2,4,29,9,3,1,2,0,7,13,8,11,7,2,4,12,14,0
"t56,t103",4,4,12,32,7,2,14,7,1,16,26,53,9,6,5,10,8,11,0
"t56,t104",1,7,14,6,2,3,31,8,2,18,12,121,32,8,4,1,11,9,0
"t56,t105",0,4,12,10,6,0,3,0,0,7,4,7,29,1,6,0,3,9,0
"t56,t106",5,1,6,28,11,0,8,1,0,1,1,20,14,12,4,1,11,18,0
"t56,t107",6,4,4,3,1,2,1,0,0,12,11,4,32,3,3,2,1,2,0
"t56,t108",0,5,14,0,0,1,18,6,1,10,7,74,46,2,7,1,5,1,0
"t56,t109",1,6,9,12,3,3,32,9,2,11,11,127,32,9,5,4,11,10,0
"t56,t110",2,4,13,37,7,3,9,5,1,15,23,36,6,14,1,8,13,18,0
"t56,t111",2,5,13,23,9,2,27,7,2,18,10,102,24,10,1,5,11,10,0
"t56,t112",8,4,2,35,8,2,7,4,1,13,18,31,18,11,6,5,13,16,0
"t56,t113",7,4,11,27,2,3,6,4,1,17,20,28,20,14,1,11,15,18,0
"t56,t114",0,1,2,6,3,1,5,1,0,0,2,19,11,1,0,7,3,4,0
"t56,t115",2,6,17,1,3,3,27,7,2,21,9,103,35,8,0,1,10,8,0
"t56,t116",2,6,6,10,3,1,3,2,1,14,14,12,41,4,2,7,5,6,0
"t56,t117",8,1,11,34,8,2,3,2,0,2,19,2,4,18,2,5,18,18,0
"t56,t118",3,1,2,15,4,2,6,3,1,2,14,22,7,2,2,8,1,3,0
"t56,t119",5,2,4,8,1,1,10,4,1,8,21,37,12,7,1,4,6,6,0
"t56,t120",4,8,18,9,5,3,30,8,2,20,12,116,32,7,1,2,12,10,0
"t56,t121",2,5,4,7,2,0,10,4,0,12,5,42,26,5,1,11,5,5,0
"t56,t122",1,2,7,34,13,1,6,0,0,3,6,12,2,17,6,4,11,19,0
"t56,t123",3,0,16,1,1,0,17,6,1,2,8,69,8,3,2,4,6,4,0
"t56,t124",4,4,2,9,3,0,11,4,0,6,7,45,22,5,3,0,6,5,0
"t56,t125",2,2,24,22,5,1,21,6,1,5,3,85,10,3,4,5,2,5,0
"t56,t126",6,4,7,2,2,0,14,5,1,5,10,58,26,4,4,9,7,5,0
"t56,t127",2,5,21,21,5,1,22,7,1,5,8,90,26,1,6,8,1,3,0
"t56,t128",5,7,11,12,3,2,32,8,2,21,9,122,32,7,3,11,11,9,0
"t56,t129",2,0,11,24,10,1,11,2,0,1,3,35,4,9,1,3,10,16,0
"t56,t130",5,2,6,23,6,3,12,6,1,8,21,45,5,1,1,6,4,7,0
"t56,t131",3,3,21,9,5,3,28,8,2,13,15,114,22,8,1,4,10,6,0
"t56,t132",2,0,20,7,3,1,20,6,1,3,11,81,9,4,2,6,6,1,0
"t56,t133",2,1,6,17,5,1,2,2,0,3,5,9,1,6,1,8,5,11,0
"t56,t134",5,2,4,2,3,1,9,3,0,1,0,36,21,1,0,12,2,0,0
"t56,t135",1,5,16,5,1,3,30,8,2,14,8,117,33,6,11,5,9,8,0
"t56,t136",1,1,18,15,2,1,17,6,1,2,4,70,16,4,3,12,5,5,0
"t56,t137",4,0,18,22,4,1,16,5,1,3,2,65,13,4,2,4,5,6,0
"t56,t138",2,5,10,13,2,1,28,7,2,16,9,107,24,11,6,9,10,10,0
"t56,t139",5,2,13,12,1,0,11,4,0,8,0,45,29,6,9,9,7,7,0
"t56,t140",2,1,4,17,5,2,11,5,1,5,18,40,0,3,4,4,1,2,0
"t56,t141",1,6,6,12,3,2,7,4,1,10,19,27,37,4,0,5,3,2,0
"t56,t142",5,2,2,19,2,2,13,6,1,7,24,46,8,4,1,3,5,3,0
"t56,t143",3,6,21,185,77,41,26,8,1,13,159,105,34,67,6,3,6,5,0
"t56,t144",0,3,2,3,2,1,8,3,0,4,5,31,14,4,5,3,6,7,0
"t56,t145",2,5,13,39,9,2,11,6,1,13,24,43,28,12,4,2,13,16,0
"t56,t146",4,2,12,6,4,2,22,7,1,7,12,90,6,3,4,11,7,1,0
"t56,t147",1,2,8,9,3,0,7,2,0,3,3,30,14,4,2,6,7,8,0
"t56,t148",2,3,6,11,3,2,7,2,0,4,7,24,13,10,4,9,8,14,0
"t56,t149",5,6,20,38,7,6,10,6,1,21,22,41,16,22,0,11,14,18,0
"t56,t150",2,5,4,1,1,0,4,1,0,8,8,16,34,6,0,6,7,8,0
"t56,t151",8,4,9,13,7,0,13,5,0,2,8,56,26,3,4,9,3,2,0
"t56,t152",1,3,5,4,3,1,6,2,0,3,4,23,9,7,3,10,7,10,0
"t56,t153",2,3,12,23,7,2,27,7,2,9,2,103,23,8,6,0,10,8,0
"t56,t154",2,1,0,10,7,1,5,2,0,0,2,19,17,3,1,1,2,0,0
"t56,t155",1,5,11,15,6,3,31,8,2,19,12,120,18,9,6,4,12,9,0
"t56,t156",4,6,24,14,3,3,30,8,2,15,15,122,32,3,6,1,5,3,0
"t56,t157",5,4,4,33,7,3,10,5,1,10,20,40,24,4,4,4,8,11,0
"t56,t158",3,8,23,11,7,3,29,8,2,20,17,117,33,7,1,7,11,7,0
"t56,t159",2,1,2,23,8,1,2,0,0,2,1,5,9,5,4,5,6,10,0
